customer_id,first_name,last_name,dob,email,phone,address,city,state,kyc_status,created_at
CUST000457,Onkar,Padmanabhan,1987-12-22,kavya67@example.net,8727601534,"13/57, Arora Chowk",Hyderabad,DL,VERIFIED,2025-01-20 14:08:11.398739
CUST000458,Vedant,Jain,1971-09-20,rastogihardik@example.com,4888107983,"720, Lata",Hyderabad,DL,VERIFIED,2025-12-03 13:42:31.152576
CUST000459,Gavin,Gupta,1993-03-01,deochavvi@example.org,3399771805,"17, Chaudhry Ganj",Kolkata,TS,REJECTED,2024-10-17 10:51:44.151133
CUST000460,Tanveer,Sur,1968-01-11,saniisaac@example.net,3997046947,"44/48, Om Ganj",Bangalore,TN,REJECTED,2024-10-03 16:56:05.374616
CUST000461,Yahvi,More,1986-12-08,gopalvinaya@example.org,8772216417,"H.No. 334, Mody Circle",Kolkata,DL,VERIFIED,2023-09-17 12:34:44.548163
CUST000462,Urmi,Chauhan,1990-05-07,mohammednaik@example.org,6229258796,"H.No. 52, Nath Road",Bangalore,WB,REJECTED,2023-11-20 12:39:28.034536
CUST000463,Divya,Sengupta,1968-06-30,asahni@example.com,6527403344,"58, Iyengar Circle",Delhi,MH,VERIFIED,2025-06-24 11:45:30.237991
CUST000464,Yahvi,Sarraf,2000-04-20,bordexavier@example.org,7970673499,"54/857, Choudhry Road",Chennai,TS,VERIFIED,2025-10-03 18:02:34.599082
CUST000465,Ethan,Nair,2007-04-23,jdoshi@example.net,9381735984,"155, Kala Chowk",Delhi,GJ,VERIFIED,2024-06-24 18:47:24.157398
CUST000466,Upadhriti,Kari,1977-05-11,rushil44@example.net,2166670808,"H.No. 858, Mandal Chowk",Pune,TS,VERIFIED,2023-05-10 02:16:07.168998
CUST000467,Ekalinga,Borra,1983-06-03,walinathan@example.net,9793164772,"86, Ratti Nagar",Bangalore,TN,VERIFIED,2024-11-19 03:15:03.380317
CUST000468,Abeer,Ramakrishnan,1951-09-22,ekantikasane@example.org,3958739592,"108, Baral",Mumbai,DL,REJECTED,2024-11-19 00:35:05.859642
CUST000469,Ijaya,Biswas,1969-08-16,victor33@example.com,6433502716,"H.No. 776, Jha Ganj",Hyderabad,WB,VERIFIED,2025-09-07 23:28:36.259401
CUST000470,Jeet,Chander,2006-11-06,gabashaurya@example.org,9556331857,"H.No. 066, Chaudhry Marg",Hyderabad,TS,REJECTED,2025-08-26 20:15:56.034144
CUST000471,Dayita,Bhattacharyya,1975-10-24,veer16@example.com,4502329028,"H.No. 934, Sachdeva Path",Hyderabad,GJ,VERIFIED,2024-01-09 03:10:02.893849
CUST000472,Oni,Gera,1960-10-04,pratyushpatla@example.org,0734654950,"H.No. 260, Purohit Circle",Kolkata,DL,VERIFIED,2025-11-09 15:16:19.771933
CUST000473,Omkaar,Dugar,1956-06-08,udant16@example.org,7768729047,"85/917, Hayre Chowk",Ahmedabad,TN,PENDING,2025-08-14 16:59:13.513477
CUST000474,Yutika,Dayal,1997-05-07,umangbutala@example.net,6491334245,"565, Banerjee Street",Pune,MH,VERIFIED,2023-02-15 15:49:38.008461
CUST000475,Lekha,Bava,1996-09-11,akshaydhar@example.net,3265097753,"94, Sarraf Circle",Ahmedabad,MH,VERIFIED,2025-07-24 20:44:03.379587
CUST000476,Ati,Varkey,2004-03-20,quincy45@example.com,1584156082,"H.No. 842, Mohanty Path",Ahmedabad,GJ,VERIFIED,2023-02-04 04:36:26.356760
CUST000477,Fitan,Thaman,1961-03-22,luckykapadia@example.org,5892988085,"H.No. 21, Kara Street",Kolkata,WB,VERIFIED,2024-05-28 04:47:31.658865
CUST000478,Max,Zachariah,2005-04-12,rjain@example.org,4686775240,"991, Roy Nagar",Pune,TS,VERIFIED,2025-12-08 05:43:25.926060
CUST000479,Vasana,Dyal,1994-12-23,mahikadutta@example.net,6933513426,"24, Apte Path",Mumbai,GJ,VERIFIED,2023-03-08 08:46:51.941830
CUST000480,Deepa,Viswanathan,1956-07-31,qkata@example.com,1897215406,"27/43, Chauhan Circle",Bangalore,KA,VERIFIED,2025-02-15 18:29:52.481939
CUST000481,Janani,Khurana,2001-01-20,asankaran@example.org,4448564510,"964, Sura Zila",Bangalore,TS,VERIFIED,2022-12-24 08:12:17.529626
CUST000482,Keya,Venkataraman,2001-02-11,mbasak@example.org,9113599660,"60, Golla Ganj",Ahmedabad,TS,PENDING,2024-10-29 21:28:43.055022
CUST000483,Falguni,Chaudhary,1967-08-01,ubalakrishnan@example.com,5553470574,"65/271, Pandey Path",Bangalore,MH,PENDING,2022-09-23 03:31:59.414617
CUST000484,Vedant,Nadig,1998-09-11,chananidra@example.com,2634755752,"948, Minhas Circle",Delhi,MH,PENDING,2025-01-17 15:29:01.622385
CUST000485,Pranav,Rao,1986-07-03,issacgirik@example.org,4258562614,"703, Dubey Circle",Mumbai,WB,REJECTED,2025-08-06 12:08:32.998269
CUST000486,Anusha,Bal,1979-04-24,yatankara@example.com,2043097768,"896, Ram",Delhi,MH,PENDING,2025-03-31 19:03:06.966453
CUST000487,Januja,Lall,1975-08-25,wahab58@example.com,2538921878,"58/374, Bera",Bangalore,DL,VERIFIED,2025-07-23 05:28:28.574595
CUST000488,Raksha,Tank,1984-11-29,garganthony@example.net,8057215149,"26, Seth Ganj",Mumbai,DL,VERIFIED,2024-06-08 04:20:32.057355
CUST000489,Daksha,Narayanan,1964-02-13,xdhawan@example.net,0905911918,"22/07, Narula Zila",Delhi,TS,VERIFIED,2023-11-05 22:40:55.571315
CUST000490,Netra,Ram,1997-04-26,isom@example.com,1452647124,"15/718, Bahri Road",Mumbai,TN,PENDING,2022-12-25 02:30:06.442847
CUST000491,Darsh,Bhargava,1990-03-25,gangulyaarav@example.net,0564099512,"35/12, Prasad",Hyderabad,GJ,PENDING,2026-01-28 20:13:07.280039
CUST000492,Ridhi,Goel,1980-01-21,nbalasubramanian@example.org,4415298217,"86, Dada Chowk",Mumbai,KA,VERIFIED,2024-11-17 22:43:49.778830
CUST000493,Dominic,Nigam,1964-11-29,wriddhishswaminathan@example.org,0507918158,"34/52, Hora Chowk",Chennai,MH,VERIFIED,2025-04-02 11:42:20.131952
CUST000494,Pooja,Raval,1975-11-14,swaminathanarjun@example.com,5879647408,"98/25, Warrior Nagar",Kolkata,KA,VERIFIED,2023-10-12 19:26:53.504719
CUST000495,Chavvi,Rajan,1961-07-19,sarafyashoda@example.net,8503172351,"H.No. 631, Agrawal Road",Pune,TN,VERIFIED,2022-09-28 14:40:41.576490
CUST000496,Ganga,Goel,2007-11-19,kamyaratti@example.org,2939469434,"43, Kulkarni Chowk",Mumbai,MH,PENDING,2026-03-05 18:02:28.858063
CUST000497,Megha,Barman,1990-12-31,qdave@example.net,1112712852,"H.No. 94, Dar Zila",Ahmedabad,KA,VERIFIED,2024-12-25 08:36:57.798332
CUST000498,Saksham,Chadha,1982-10-22,iiyer@example.net,7711306211,"27, Barman",Ahmedabad,MH,REJECTED,2024-03-06 16:37:16.343937
CUST000499,Yahvi,Gulati,1995-03-17,caleb90@example.org,4257306624,"35/707, Korpal Zila",Pune,TS,VERIFIED,2025-03-25 03:32:36.343225
CUST000500,Bhavna,Dyal,1958-12-12,dakshesh11@example.com,9255021306,"13/09, Borah Circle",Kolkata,MH,REJECTED,2024-12-27 13:10:32.131521
CUST000501,Vamakshi,Raju,1967-01-06,vsengupta@example.org,9457727853,"H.No. 25, Sankaran Nagar",Delhi,MH,REJECTED,2022-09-16 22:06:15.807950
CUST000502,Maanas,Basak,1977-04-22,neelimadass@example.net,3666777675,"83/333, Hayer",Kolkata,TS,VERIFIED,2025-10-15 03:57:29.858538
CUST000503,Januja,Sheth,1982-06-05,pprasad@example.com,6271874960,"68/627, Jhaveri Nagar",Delhi,KA,REJECTED,2026-05-07 03:42:50.677147
CUST000504,Orinder,Mahajan,2007-09-07,neelimahora@example.org,5732759980,"H.No. 051, Parikh Path",Mumbai,WB,PENDING,2024-02-22 21:44:47.323410
CUST000505,Matthew,Kala,1968-06-20,patildiya@example.net,7524418222,"887, Krish Road",Mumbai,WB,VERIFIED,2023-06-06 02:13:12.768128
CUST000506,Manan,Saxena,1956-04-05,deshmukhlakshmi@example.com,7209579927,"H.No. 15, Goel Zila",Chennai,MH,VERIFIED,2026-06-16 09:25:50.969609
CUST000507,Charita,Ramesh,2003-10-21,hegdeekani@example.com,5970996254,"52, Khare Nagar",Bangalore,DL,VERIFIED,2023-02-28 16:42:24.764288
CUST000508,Adya,Sen,2008-05-29,banjeet47@example.net,5802909046,"H.No. 465, Vala Path",Bangalore,DL,VERIFIED,2025-05-18 00:09:03.588969
CUST000509,Panini,Ray,1991-08-27,hirallal@example.net,7441715810,"512, Khalsa",Mumbai,DL,REJECTED,2025-12-23 02:28:29.424121
CUST000510,Faqid,Andra,1992-07-28,ekavir29@example.net,5191023121,"016, Wagle Path",Delhi,TS,PENDING,2025-09-07 03:19:59.443522
CUST000511,Rudra,Tandon,1985-09-30,upasnamani@example.net,7280123428,"253, Rana Street",Ahmedabad,TS,VERIFIED,2023-05-22 06:08:05.919460
CUST000512,Chaman,Sachar,1980-01-07,tejas64@example.com,8044210175,"70/159, Bhatti Path",Bangalore,GJ,VERIFIED,2025-02-13 16:22:04.706280
CUST000513,Eiravati,Seshadri,1971-05-27,fprabhakar@example.com,5833920567,"72, Rajan Street",Chennai,MH,VERIFIED,2024-11-11 02:26:14.665378
CUST000514,Aryan,Dewan,1996-05-08,zdixit@example.com,6229231067,"H.No. 762, Mall Road",Pune,MH,VERIFIED,2024-04-11 00:34:56.802135
CUST000515,Vidhi,Tata,1975-09-27,vinayabhasin@example.com,1579423873,"25/496, Dara",Chennai,WB,REJECTED,2023-07-11 11:35:59.466904
CUST000516,Baghyawati,Om,1992-08-31,kalasolanki@example.org,7563353574,"32/593, Khalsa",Ahmedabad,TN,VERIFIED,2024-12-23 21:47:55.818526
CUST000517,Zaid,Suresh,1983-04-21,munshiyasti@example.org,2951877941,"25/073, Aggarwal Ganj",Pune,TN,VERIFIED,2025-10-26 10:17:11.887124
CUST000518,Vasudha,Dhingra,1996-02-01,vedhika59@example.net,3991403884,"H.No. 43, Minhas Street",Mumbai,DL,VERIFIED,2023-11-30 19:52:36.274302
CUST000519,Oviya,Brar,1972-01-05,sanyaraja@example.net,9751474397,"H.No. 01, Narain Nagar",Bangalore,DL,PENDING,2022-09-24 18:39:33.151396
CUST000520,Jyoti,Dhar,1968-11-30,obal@example.com,6259045990,"H.No. 122, Virk Zila",Kolkata,GJ,PENDING,2024-10-18 07:26:59.313028
CUST000521,Wahab,Chanda,1994-05-27,hamsini16@example.com,7680866281,"H.No. 33, Bajwa Nagar",Delhi,TS,PENDING,2023-04-10 09:21:56.354956
CUST000522,Umang,Srinivas,1953-02-02,virajdua@example.org,5660847068,"397, Palla Nagar",Ahmedabad,DL,REJECTED,2022-11-02 16:46:10.315985
CUST000523,Jhalak,Upadhyay,2002-10-01,mekhalakala@example.org,9448586239,"H.No. 61, Seth Road",Chennai,KA,PENDING,2025-05-19 21:07:02.047688
CUST000524,Yauvani,Ravi,1962-07-01,barmanlila@example.org,3943945703,"H.No. 03, Nath Street",Bangalore,WB,REJECTED,2022-09-29 20:01:12.298734
CUST000525,Lipika,Narang,1977-03-10,fgandhi@example.com,3191009004,"92/105, Halder Ganj",Hyderabad,TN,VERIFIED,2023-06-10 21:07:09.452491
CUST000526,Kashish,Borra,1966-11-14,mishrabakhshi@example.org,2473107201,"H.No. 09, Bhatnagar Chowk",Bangalore,KA,VERIFIED,2026-06-08 23:22:42.028943
CUST000527,Michael,Kale,1954-05-30,cbalan@example.com,7620901447,"370, Saran Nagar",Chennai,TN,PENDING,2025-07-01 06:00:29.420648
CUST000528,Vrinda,Kata,1992-02-19,mangatjanuja@example.org,7782558825,"H.No. 75, Divan Road",Kolkata,TS,PENDING,2024-10-27 10:11:24.137902
CUST000529,Warda,Reddy,1971-07-13,mchadha@example.com,5577820582,"23/61, Choudhury Marg",Delhi,GJ,VERIFIED,2025-10-27 17:23:14.106669
CUST000530,Benjamin,Venkatesh,1956-08-26,kumarnitesh@example.net,5715586863,"723, Thaman Nagar",Delhi,WB,VERIFIED,2026-07-06 23:15:23.324214
CUST000531,Warhi,Dhawan,2003-10-02,wyatt64@example.org,3000413211,"H.No. 60, Mital",Mumbai,KA,PENDING,2025-10-07 06:32:49.592049
CUST000532,Kavya,Joshi,1968-04-01,rbarman@example.com,7550476816,"H.No. 607, Soman Zila",Delhi,TS,VERIFIED,2023-12-23 15:49:37.765122
CUST000533,George,Butala,1964-11-11,shaladli@example.net,3970548739,"08/71, Golla Circle",Hyderabad,GJ,VERIFIED,2023-08-15 10:09:25.030556
CUST000534,Lipika,Wason,1988-07-18,kulkarnijacob@example.net,2742049561,"30, Goda Marg",Hyderabad,KA,VERIFIED,2024-06-12 09:20:55.616611
CUST000535,Caleb,Mittal,1961-03-24,wakeeta37@example.net,1222990775,"81/670, Sarin Road",Delhi,DL,PENDING,2025-08-28 23:03:23.804307
CUST000536,Pahal,Bhavsar,1954-05-30,ishita76@example.net,2102192378,"H.No. 296, Baral Zila",Mumbai,TS,PENDING,2024-10-25 01:04:59.336222
CUST000537,Manan,Mital,1958-05-11,xapte@example.org,1849804253,"73, Gera Zila",Delhi,DL,PENDING,2023-07-17 22:27:09.684513
CUST000538,Ekavir,Dhingra,1989-04-28,ekanshsridhar@example.net,9236534606,"567, Kar",Bangalore,TS,REJECTED,2024-02-25 14:32:50.004424
CUST000539,Joshua,Srinivas,1986-04-18,pdugar@example.net,7169061812,"H.No. 75, Wason Road",Delhi,WB,VERIFIED,2025-07-25 19:49:55.782372
CUST000540,Darika,Singhal,1980-04-17,edevan@example.com,7588914444,"H.No. 39, Pall Ganj",Chennai,MH,VERIFIED,2025-01-01 18:02:25.887624
CUST000541,Rehaan,Nayak,1980-08-27,qmallick@example.net,3924358853,"H.No. 433, Nazareth",Mumbai,TS,PENDING,2026-06-10 23:28:30.884367
CUST000542,Watika,Prasad,1964-11-16,kmadan@example.com,2491416860,"89, Vaidya Road",Kolkata,KA,VERIFIED,2023-05-08 13:47:22.717968
CUST000543,Rushil,Lata,1953-08-03,msuri@example.org,6651221500,"163, Bhasin Nagar",Chennai,GJ,VERIFIED,2024-11-08 14:25:24.109342
CUST000544,Geetika,Malhotra,1967-02-11,vihaankannan@example.net,8532089532,"199, Sunder Road",Chennai,GJ,VERIFIED,2022-09-02 16:49:43.152777
CUST000545,Yatin,Ray,1963-06-13,lgandhi@example.org,1034699673,"77/269, Bajaj Marg",Bangalore,TS,VERIFIED,2023-02-13 20:13:18.835774
CUST000546,Anita,Jha,2001-10-11,ysarkar@example.net,5078967935,"633, Pandit Path",Ahmedabad,TS,PENDING,2024-10-02 03:00:46.187260
CUST000547,Yuvraj,Mannan,2002-09-28,bsingh@example.net,1706955607,"45, Luthra Ganj",Bangalore,DL,VERIFIED,2024-03-21 06:47:03.296144
CUST000548,Abha,Srinivas,1959-10-20,zansiwali@example.org,6503121980,"24, Sarin Street",Bangalore,TN,VERIFIED,2024-01-26 04:19:06.819766
CUST000549,Quincy,Karnik,1974-05-19,ekalingakata@example.org,9248762303,"H.No. 28, Shere Zila",Hyderabad,TS,VERIFIED,2023-09-22 03:20:21.078605
CUST000550,Jyoti,Gola,1959-06-28,yatananand@example.com,4808806220,"59/47, Sha Ganj",Pune,KA,VERIFIED,2024-10-19 13:06:22.025678
CUST000551,Imaran,Kothari,1960-01-12,bhavsarkrishna@example.org,4787688687,"H.No. 86, Thakur Street",Hyderabad,MH,PENDING,2023-04-27 05:21:07.948209
CUST000552,Jonathan,Bansal,1962-08-19,chanchal19@example.com,6450573036,"46/320, Sarna Ganj",Mumbai,DL,REJECTED,2025-12-29 06:09:21.123757
CUST000553,Mohini,Shukla,1991-12-24,samarth72@example.com,3214505766,"87/07, Pandey Zila",Delhi,GJ,REJECTED,2023-08-16 12:22:49.252580
CUST000554,Dayita,Toor,1960-04-03,dhingraanamika@example.org,8385076597,"H.No. 08, Dasgupta",Hyderabad,KA,VERIFIED,2023-12-06 21:25:20.343507
CUST000555,Vinaya,Sant,1994-12-03,toorekalinga@example.org,5742231964,"H.No. 02, Sahota Ganj",Chennai,WB,PENDING,2026-02-03 21:33:02.182556
CUST000556,Omisha,Doshi,1975-05-24,shivansh01@example.org,4713727117,"H.No. 98, Narayanan Circle",Kolkata,WB,REJECTED,2024-11-11 05:39:25.459089
CUST000557,Eta,Vyas,1959-08-28,yatan30@example.com,4584760944,"372, Tiwari Zila",Bangalore,TS,VERIFIED,2025-02-08 06:48:44.046415
CUST000558,Mugdha,Saini,1983-06-29,finn32@example.net,1506662670,"776, Kala",Bangalore,GJ,PENDING,2024-01-21 00:37:12.872111
CUST000559,Wahab,Mangat,1964-09-26,gayathridutta@example.net,9611110286,"H.No. 720, Manne Street",Delhi,TS,REJECTED,2024-03-21 14:10:55.789755
CUST000560,Jeevika,Parikh,1989-04-06,barianoah@example.com,1091090326,"81/94, Bhattacharyya Street",Hyderabad,TS,PENDING,2026-06-27 05:37:30.962515
CUST000561,Abha,Dugar,1987-12-14,tanejaudarsh@example.net,0652775844,"53/372, Bansal Street",Mumbai,KA,REJECTED,2024-06-11 04:23:00.581351
CUST000562,Jacob,Divan,1956-11-16,jdate@example.net,4559376618,"05/263, Bhatti Path",Hyderabad,TN,VERIFIED,2022-12-11 07:00:07.787808
CUST000563,Zayyan,Ramachandran,1961-06-14,qsheth@example.com,7256592024,"023, Tandon Circle",Hyderabad,DL,VERIFIED,2022-10-28 14:07:59.967065
CUST000564,Samaksh,Gole,1974-11-13,patelhemal@example.net,5017833258,"07, Mannan",Delhi,TN,VERIFIED,2026-05-20 02:46:47.385205
CUST000565,Tanmayi,Basu,1967-02-17,reddydev@example.com,7993593744,"40, Karnik Circle",Chennai,MH,REJECTED,2024-09-28 14:06:14.967533
CUST000566,Shivani,Khare,1973-08-28,ebatta@example.com,0849079388,"52/83, Sanghvi Nagar",Chennai,TS,VERIFIED,2022-10-16 14:44:58.277331
CUST000567,Yatan,Srinivasan,1951-10-31,aarnagara@example.net,4626325144,"103, Madan Zila",Bangalore,TS,REJECTED,2022-12-11 14:41:12.998010
CUST000568,Ishaan,Seth,1970-03-17,hvaidya@example.com,1515263840,"528, Hari Circle",Hyderabad,TS,REJECTED,2026-05-31 16:18:29.143243
CUST000569,Indali,Balan,1970-05-12,gsankaran@example.net,3239791378,"007, Aggarwal Ganj",Delhi,MH,VERIFIED,2024-07-04 14:01:20.351212
CUST000570,Anay,Pradhan,1988-04-04,uamble@example.com,2198819277,"05/34, Sandal Circle",Bangalore,MH,REJECTED,2024-11-13 14:07:53.091365
CUST000571,Hredhaan,Bhakta,2005-02-04,aarnaraghavan@example.org,5618517446,"128, Chaudhry",Chennai,MH,REJECTED,2023-10-13 12:21:02.137197
CUST000572,Girish,Lalla,1995-03-06,jatin29@example.org,3044881898,"04, Chander Marg",Kolkata,MH,PENDING,2024-01-20 08:47:48.549654
CUST000573,Amruta,Ben,1958-07-28,agrawalhredhaan@example.com,7568142983,"91/073, Gara Street",Chennai,TN,PENDING,2025-03-18 00:32:27.068389
CUST000574,Yashodhara,Khare,2008-01-12,virkanjali@example.net,7830639638,"69/44, Dash Ganj",Pune,WB,VERIFIED,2025-07-10 10:45:11.279310
CUST000575,Aadhya,Tank,1950-09-18,ravirayaan@example.net,2929132033,"419, Kade Nagar",Ahmedabad,KA,VERIFIED,2025-05-27 03:35:06.245422
CUST000576,Akshay,Sachdev,1956-10-31,sanyadhawan@example.org,5566847323,"74, Bawa Marg",Hyderabad,GJ,PENDING,2025-06-10 22:25:20.103730
CUST000577,Rachita,Sheth,1959-10-31,shankerbimala@example.org,1424426078,"H.No. 37, Majumdar Ganj",Ahmedabad,GJ,VERIFIED,2023-08-15 08:36:26.956455
CUST000578,Madhavi,Madan,1959-12-09,rakshadeol@example.org,7638821458,"60/191, Mandal Ganj",Delhi,TS,VERIFIED,2025-12-02 20:13:20.290020
CUST000579,Yash,Wagle,2004-02-05,awadhwa@example.org,5869507321,"36/99, Parikh",Delhi,DL,PENDING,2023-08-15 08:10:42.006256
CUST000580,Urmi,Hayre,2002-04-08,chakradev55@example.com,8573680119,"768, Chauhan Zila",Hyderabad,DL,REJECTED,2023-01-04 02:21:38.383161
CUST000581,Ridhi,Deshmukh,1963-06-08,tejasprabhakar@example.org,4096149731,"H.No. 498, Basu Ganj",Bangalore,DL,VERIFIED,2025-04-20 00:36:09.438947
CUST000582,Aradhana,Ganesh,1988-10-02,suritarak@example.com,1189394065,"H.No. 190, Hans Road",Ahmedabad,KA,VERIFIED,2024-06-30 18:03:19.579791
CUST000583,Naksh,Kaur,1993-05-28,rohankadakia@example.org,4707392013,"12/760, Prasad Street",Ahmedabad,MH,VERIFIED,2023-04-22 19:41:10.916423
CUST000584,Parth,Salvi,1956-12-04,siddharthbora@example.org,1632488899,"62, Saxena",Bangalore,MH,VERIFIED,2022-10-08 20:47:39.554909
CUST000585,Abha,Kala,2004-05-08,hayrenidra@example.com,8719120381,"H.No. 828, Date Ganj",Kolkata,WB,VERIFIED,2023-09-23 02:04:18.484451
CUST000586,Chandresh,Trivedi,2000-05-31,khuranafiyaz@example.com,4458220673,"71/68, Nagy Zila",Hyderabad,DL,REJECTED,2023-07-29 17:15:16.207503
CUST000587,Anya,Nazareth,1952-05-14,balaarjun@example.net,1529113717,"25/561, Mann Circle",Delhi,MH,VERIFIED,2024-06-09 03:01:12.429783
CUST000588,Advika,Dutta,1955-07-25,vanshamani@example.com,2248905670,"H.No. 900, Korpal Road",Ahmedabad,GJ,PENDING,2025-07-31 10:29:06.910211
CUST000589,Harita,Chakrabarti,1971-08-06,mason66@example.net,3624835505,"08/070, Johal Marg",Chennai,GJ,VERIFIED,2024-02-11 08:25:43.377934
CUST000590,Triveni,Pant,1996-04-01,voraqasim@example.org,0401648188,"77/38, Radhakrishnan Ganj",Bangalore,WB,REJECTED,2023-07-29 14:03:31.480175
CUST000591,Raghav,Wadhwa,1988-03-14,ployal@example.org,2694289464,"25/863, Mukherjee Zila",Ahmedabad,MH,VERIFIED,2025-06-12 06:52:22.137674
CUST000592,Zayan,Butala,1977-06-04,ramakrishnanbishakha@example.net,2554026355,"01/764, Mammen Marg",Delhi,MH,VERIFIED,2026-05-25 10:13:41.739618
CUST000593,Yochana,Wali,1979-12-08,karaikbal@example.com,8882452790,"H.No. 33, Joshi Ganj",Chennai,GJ,REJECTED,2026-01-05 15:16:29.794249
CUST000594,Isha,Hari,1998-09-08,divya16@example.net,2111978718,"13/73, Ravel Street",Ahmedabad,TN,REJECTED,2026-06-07 05:52:53.578486
CUST000595,Upkaar,Baral,2001-10-23,bosefiyaz@example.net,5617868800,"15/61, Datta Circle",Mumbai,KA,PENDING,2025-02-26 04:13:39.633667
CUST000596,Agastya,Konda,1990-07-23,urmi74@example.net,9160936595,"11/89, Chopra Road",Hyderabad,TN,VERIFIED,2025-11-30 03:57:33.047242
CUST000597,Upkaar,Kashyap,1973-08-28,boza@example.net,6322399821,"H.No. 61, Kumer Zila",Kolkata,DL,VERIFIED,2024-09-29 05:06:52.786205
CUST000598,Chaitaly,De,1980-10-09,xbasak@example.net,5376660811,"083, Ramakrishnan Path",Kolkata,MH,REJECTED,2026-04-16 19:06:40.465821
CUST000599,Gaurang,Bala,1973-01-13,ubora@example.net,1234550688,"76, Dhar Circle",Pune,DL,REJECTED,2024-03-10 21:02:33.602042
CUST000600,Aishani,Mannan,1994-02-10,daliawyatt@example.com,8735437882,"59/101, Seth Path",Chennai,KA,PENDING,2025-01-24 11:30:14.564886
CUST000601,Andrew,Batta,1980-01-23,mannbhavika@example.net,0749269996,"99/71, Merchant Circle",Ahmedabad,TN,REJECTED,2025-05-04 13:04:56.364376
CUST000602,Jasmit,Rajagopalan,1987-07-26,manannarayanan@example.net,4084993231,"69, Bhakta Circle",Bangalore,TS,VERIFIED,2023-03-15 08:17:55.853606
CUST000603,Arin,Solanki,1959-08-15,shankaromisha@example.org,2348389359,"80/405, Dalal Marg",Kolkata,DL,VERIFIED,2024-03-25 04:05:17.129701
CUST000604,Radha,Om,1952-05-14,nidraparmer@example.net,6418696561,"12, Wadhwa Ganj",Delhi,TS,VERIFIED,2026-06-24 05:24:04.999579
CUST000605,Gayathri,Dara,1965-03-30,amararastogi@example.net,3948400273,"66/10, Ram Zila",Kolkata,MH,VERIFIED,2023-11-11 11:34:09.504608
CUST000606,Falan,Bumb,1989-05-24,atharv01@example.com,9414915076,"62/053, Madan Road",Mumbai,TS,VERIFIED,2024-08-09 15:46:30.435812
CUST000607,Warhi,Sastry,1976-04-22,mahika20@example.net,2662925081,"991, Bajaj Road",Ahmedabad,GJ,VERIFIED,2022-09-12 15:55:05.647900
CUST000608,Adya,Bhavsar,2006-11-28,samakshsetty@example.org,2552356178,"119, Acharya Street",Hyderabad,DL,REJECTED,2024-03-10 02:06:20.103105
CUST000609,Theodore,Sami,1964-06-07,kevin77@example.net,6133718444,"H.No. 264, Bassi Circle",Delhi,TS,PENDING,2024-02-14 02:50:30.037271
CUST000610,Girindra,Sankar,1966-08-09,khalsasiya@example.org,1678127782,"17/982, Hari Zila",Chennai,DL,REJECTED,2026-06-12 00:48:59.497181
CUST000611,Oni,Garg,1983-11-02,vyanjana97@example.org,3831828560,"07/986, Dani Marg",Ahmedabad,TN,PENDING,2023-08-28 05:15:06.905320
CUST000612,Darsh,Rau,2000-07-25,zkeer@example.net,0506821223,"50, Zacharia Path",Mumbai,DL,VERIFIED,2024-05-29 15:26:26.747877
CUST000613,Henry,Lanka,1974-02-12,elijahvirk@example.net,1925967908,"99, Mani Circle",Bangalore,WB,REJECTED,2026-07-04 15:15:29.134040
CUST000614,Amol,Dutt,1957-12-27,narayananbahadurjit@example.net,8694842495,"14/578, Shankar Circle",Chennai,MH,REJECTED,2025-09-13 12:56:15.771568
CUST000615,Balendra,Sastry,1955-12-12,wahabratti@example.com,7382097461,"87/68, Sarin Street",Ahmedabad,TN,REJECTED,2026-05-27 19:06:43.095718
CUST000616,Mitesh,Dayal,1969-03-13,wakeetabarad@example.net,8062350405,"79/001, Mammen Street",Pune,MH,REJECTED,2024-08-12 09:14:19.185926
CUST000617,Patrick,Oommen,2000-01-28,zayan28@example.com,9632594232,"389, Oak Zila",Ahmedabad,TS,REJECTED,2026-02-27 03:03:57.326714
CUST000618,Abha,Buch,1990-05-01,rachit85@example.net,2562926933,"H.No. 381, Raman Circle",Kolkata,TS,VERIFIED,2024-03-20 23:52:24.718756
CUST000619,Atharv,Suri,1980-09-23,bnair@example.net,7443034918,"72/03, Nath Circle",Mumbai,KA,VERIFIED,2024-01-29 22:52:11.917785
CUST000620,Amruta,Barad,1955-08-15,shivansh64@example.org,4715531325,"81/367, Bath Path",Mumbai,GJ,VERIFIED,2024-11-29 09:11:53.781947
CUST000621,Amaira,Doctor,1991-01-24,mandergagan@example.org,2769819878,"H.No. 452, Varkey Ganj",Kolkata,TS,PENDING,2022-09-11 13:46:41.728026
CUST000622,Ijaya,Ratti,1960-01-27,gangasangha@example.com,5986787442,"48/596, Nadig Path",Pune,WB,REJECTED,2024-09-11 09:40:22.896027
CUST000623,Bhavna,Gokhale,1979-10-01,jagat16@example.com,2000245393,"H.No. 51, Ahluwalia Ganj",Ahmedabad,MH,VERIFIED,2025-09-19 15:11:09.627207
CUST000624,Vasana,Bandi,1980-11-23,rgopal@example.org,4488966997,"74, Doctor Marg",Pune,DL,PENDING,2023-11-26 04:40:53.027090
CUST000625,Kai,Peri,1999-09-12,jyotimani@example.org,8328123123,"10/60, Venkatesh Zila",Kolkata,DL,VERIFIED,2025-07-23 09:09:38.456951
